"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000023678",169.381140525888,0.0440988051545907,0.166529003495373,0.264811559722183,0.791154631345781,0.999832103467015
"ENSDARG00000011299",518.196899764344,-0.0813068361932629,0.111446692998342,-0.729558087420973,0.465660349361695,0.999832103467015
"ENSDARG00000041575",157.983015042934,-0.116874338601216,0.170726576937695,-0.684570268423227,0.493615133860655,0.999832103467015
"ENSDARG00000058962",65.8974065133446,0.00133022527264418,0.266040179476083,0.00500009162249029,0.996010520715262,0.999832103467015
"ENSDARG00000089799",2.11449038382322,0.31224300188516,0.991221906584373,0.315008173054922,0.752755448355026,0.999832103467015
"ENSDARG00000075325",630.556581992528,-0.265724652912249,0.198739459200718,-1.33705029681036,0.181206219593386,0.999832103467015
"ENSDARG00000041570",381.76903857466,-0.157032419354645,0.165456720820019,-0.949084561668919,0.342577605670913,0.999832103467015
"ENSDARG00000113329",53.4845494099742,0.248720351268733,0.302454828190471,0.822338835709049,0.410884079678986,0.999832103467015
"ENSDARG00000058996",52.1996465297083,-0.0977537010280267,0.278532712618724,-0.350959498110511,0.725618733848983,0.999832103467015
"ENSDARG00000014313",1080.76727861521,-0.294586367916787,0.318733193212823,-0.924241259428814,0.355360718342066,0.999832103467015
"ENSDARG00000104279",2300.67291991537,-0.15331721473875,0.211869329836364,-0.723640438458759,0.46928650831832,0.999832103467015
"ENSDARG00000103783",897.037725692609,0.025828156650168,0.0867923596898396,0.297585602493898,0.766019464542894,0.999832103467015
"ENSDARG00000103519",263.536087901314,0.151217518271873,0.177517013425754,0.851848030527618,0.394298444267441,0.999832103467015
"ENSDARG00000100307",180.286217774006,0.189199156047457,0.303117889861563,0.624176805050558,0.532511477950435,0.999832103467015
"ENSDARG00000101089",580.265729740473,-0.244073762393607,0.174427164565313,-1.39928756510982,0.161726767020606,0.999832103467015
"ENSDARG00000115421",178.190484892297,-0.332298976611878,0.208133717876239,-1.59656484303745,0.110362740930547,0.999832103467015
"ENSDARG00000087646",49.950804294682,-0.27186380586021,0.272954810236031,-0.996002985348097,0.319248694669896,0.999832103467015
"ENSDARG00000067781",22.5344015236998,0.0943989947863198,0.364473651015573,0.25900087571018,0.795634564823702,0.999832103467015
"ENSDARG00000099108",61.0386145567559,0.222323457845884,0.272374245757896,0.816242582800945,0.414361406383427,0.999832103467015
"ENSDARG00000001870",6293.93222475458,0.24217347222486,0.147121813900105,1.64607454057966,0.0997484133505169,0.999832103467015
"ENSDARG00000002791",655.387751669979,0.204535376378058,0.270289902745998,0.756725923906478,0.449214080267108,0.999832103467015
"ENSDARG00000007739",2242.28069491838,0.0768144857563349,0.167214888267574,0.459375875869486,0.645964268966922,0.999832103467015
"ENSDARG00000039131",1319.8370224205,0.169534335340651,0.0972842093566199,1.74267063958119,0.0813911630742521,0.999832103467015
"ENSDARG00000040252",257.062690773753,0.492309752836836,0.204243953479331,2.41040062361825,0.0159350118147018,0.905813334914104
"ENSDARG00000089477",131.761562528134,0.141564982899965,0.191271643278494,0.740125302807401,0.459223966796646,0.999832103467015
"ENSDARG00000095102",3.93218071340038,-1.23457327093143,1.09009893324658,-1.13253323462539,0.257410320084333,0.999832103467015
"ENSDARG00000075505",78.0139052654791,0.289216151994104,0.262230226707428,1.10290928557517,0.270066561399523,0.999832103467015
"ENSDARG00000018460",1021.40888694828,-0.0189874566627563,0.164332902471337,-0.115542635572131,0.908015028446866,0.999832103467015
"ENSDARG00000040246",20.455902546131,0.0744629286634576,0.383024104296571,0.194407944116754,0.845856470082013,0.999832103467015
"ENSDARG00000040245",3219.46546970291,0.00312190709177193,0.183916016462153,0.0169746341391337,0.986456851881294,0.999832103467015
"ENSDARG00000074381",877.123516355173,0.0675963157084404,0.119262364209529,0.566786648549764,0.570859142715918,0.999832103467015
"ENSDARG00000095179",9.81875389052776,-0.449853448457452,0.533897247981009,-0.842584317785159,0.399460964759788,0.999832103467015
"ENSDARG00000070581",13.7068022982136,0.663907758378717,0.423330318994256,1.56829721045264,0.11681178665045,0.999832103467015
"ENSDARG00000103156",52.2445172980918,0.0359477777237884,0.285292752503172,0.126003122786615,0.899729452652939,0.999832103467015
"ENSDARG00000103647",75.7218753902612,-0.215550121811128,0.194812725041763,-1.10644785531807,0.268532721992588,0.999832103467015
"ENSDARG00000098769",444.637857945133,-0.0286540950326567,0.0975543392306995,-0.293724454069588,0.768968466492888,0.999832103467015
"ENSDARG00000078308",895.898083599391,-0.0372054579736283,0.16087150392182,-0.231274384005941,0.817101645867914,0.999832103467015
"ENSDARG00000033928",2571.56457670547,0.0500875951741086,0.155397958864155,0.32231823081984,0.747211623305382,0.999832103467015
"ENSDARG00000031164",2697.0871562548,-0.00351417657672574,0.0992186058443414,-0.035418524044159,0.971746013927217,0.999832103467015
"ENSDARG00000037777",238.960265908635,0.00511122535972582,0.116577670830315,0.0438439481876892,0.965028795158523,0.999832103467015
"ENSDARG00000016706",1.34810587145532,0.515647264871863,1.42657564332999,0.361458060273769,0.717757051668986,0.999832103467015
"ENSDARG00000030350",66.1443590257183,0.0227456712400263,0.241242331407651,0.0942855721353092,0.924882310624195,0.999832103467015
"ENSDARG00000006526",10892.8418756151,0.237119773919658,0.169526845296164,1.39871519171733,0.161898406769047,0.999832103467015
"ENSDARG00000077688",20.6059981962485,0.528332406162935,0.452195461890563,1.16837175666039,0.242656842309745,0.999832103467015
"ENSDARG00000096546",1396.69391444743,0.0268914364054395,0.141735856264718,0.189729240815498,0.849521306115857,0.999832103467015
"ENSDARG00000092671",140.098537915203,-0.166130249537295,0.150474871430098,-1.10403981713631,0.269575865873562,0.999832103467015
"ENSDARG00000113935",10.993027076412,0.570598093774123,0.603194567721878,0.945960266069929,0.344168852841614,0.999832103467015
"ENSDARG00000063297",158.897155748944,-0.227551831538684,0.239779242092433,-0.949005550075781,0.342617789312157,0.999832103467015
"ENSDARG00000027078",976.677418744359,-0.00188415884469098,0.0814432282768175,-0.0231346286800777,0.981542883379719,0.999832103467015
"ENSDARG00000017537",27.3626039651874,0.007320075849852,0.31567589022831,0.0231885806817803,0.981499847455614,0.999832103467015
"ENSDARG00000063270",349.897394542871,-0.0390572028076694,0.198057775560101,-0.197201057606634,0.843670203016192,0.999832103467015
"ENSDARG00000018008",10.3457718892362,0.397733674633909,0.50734245665319,0.783955037505944,0.433066493493831,0.999832103467015
"ENSDARG00000074031",195.59536563873,0.114786485432278,0.194583557504649,0.589908453233697,0.555252026533265,0.999832103467015
"ENSDARG00000043247",235.198355297188,-0.066448325123711,0.14252791710726,-0.466212700447344,0.641063259384323,0.999832103467015
"ENSDARG00000113848",45.556272545498,-0.329310623513732,0.31692000322164,-1.03909699661156,0.298759627626634,0.999832103467015
"ENSDARG00000063253",135.029098061422,0.0319958348218357,0.161345120848745,0.198306801305945,0.842805030689488,0.999832103467015
"ENSDARG00000073857",134.785218805416,0.231177431449486,0.322821170036412,0.716116081926755,0.473919674395565,0.999832103467015
"ENSDARG00000070558",18.7564907181547,0.442403290806404,0.413599549077687,1.0696416178232,0.284780654581046,0.999832103467015
"ENSDARG00000025754",414.28331381885,0.018516496567075,0.135619166716118,0.136533035967064,0.891399910143633,0.999832103467015
"ENSDARG00000063207",76.3563153913468,0.172116810367395,0.303742817975688,0.566653103156408,0.570949888714842,0.999832103467015
"ENSDARG00000090408",15.848345149747,0.805954321631329,0.421555104513508,1.9118599514088,0.0558941596738749,0.999832103467015
"ENSDARG00000013741",245.812364544843,-0.179161661569394,0.234563897183973,-0.763807490071134,0.444981972641355,0.999832103467015
"ENSDARG00000017441",3354.22391232101,0.0230615476949184,0.256160472317915,0.0900277372470534,0.92826517318577,0.999832103467015
"ENSDARG00000037713",308.868600424831,-0.196090946791037,0.321056385162639,-0.610767939381433,0.541353221153929,0.999832103467015
"ENSDARG00000021688",5.30316684143728,1.44427677648978,0.725386544891693,1.9910443427172,0.0464760124804849,0.999832103467015
"ENSDARG00000004953",2.40564710412654,0.562413551410178,0.99977270292709,0.562541415427295,0.57374719445644,0.999832103467015
"ENSDARG00000074050",112.791457271629,-0.136264786300972,0.183884789788539,-0.741033483289576,0.458673138664345,0.999832103467015
"ENSDARG00000018319",632.322330916229,0.0086287531691693,0.156249246648815,0.0552242865436863,0.955959780592047,0.999832103467015
"ENSDARG00000098730",201.594998342688,-0.131152797461254,0.216366842562469,-0.606159409214412,0.54440890385875,0.999832103467015
"ENSDARG00000079779",155.736078709818,-0.191085188827296,0.19233640423637,-0.993494651134601,0.320468955842544,0.999832103467015
"ENSDARG00000089090",9.13719882618389,0.104501586404734,1.02229295519969,0.102222739453703,0.918579878824389,0.999832103467015
"ENSDARG00000093857",3.39090562760171,-1.77046445212371,3.29431227987873,-0.53743066889484,0.590970163485601,0.999832103467015
"ENSDARG00000099359",71.3397241797422,-0.0608456779939419,0.213701481898811,-0.284722770536297,0.775856544028351,0.999832103467015
"ENSDARG00000092361",1.94392507473837,-1.00189547818918,1.37843424919239,-0.726835885553613,0.467326496969003,0.999832103467015
"ENSDARG00000103767",31.148911434075,0.299129427728349,0.463205142529062,0.645781750381973,0.518420708449445,0.999832103467015
"ENSDARG00000107486",10.1578109431515,0.162872370916824,0.499097486311461,0.326333783246474,0.744171830687242,0.999832103467015
"ENSDARG00000100166",1353.213440878,0.00124618827970438,0.103158357570189,0.0120803423887054,0.990361515750916,0.999832103467015
"ENSDARG00000074212",22.8365967364593,0.633294416794972,0.392631676838846,1.61294784438624,0.106755839420027,0.999832103467015
"ENSDARG00000062929",441.905278966071,0.165251361187375,0.114948046131326,1.43761783474403,0.150542517733051,0.999832103467015
"ENSDARG00000022668",32.1817557192975,0.431205530332557,0.291277172636407,1.48039589381355,0.138767625192775,0.999832103467015
"ENSDARG00000099708",19.235968696516,-0.452815767542095,0.450680513748359,-1.00473784361338,0.315023100495117,0.999832103467015
"ENSDARG00000025034",716.187973989618,0.0698985511849899,0.153839760333161,0.454359464897859,0.649570122533514,0.999832103467015
"ENSDARG00000078474",14.0269321273439,0.654328316965016,0.499935543654986,1.30882535812773,0.190593515127248,0.999832103467015
"ENSDARG00000063003",236.136927891924,-0.149020703894307,0.140048020974357,-1.06406861630407,0.287297616752814,0.999832103467015
"ENSDARG00000002377",254.654429986643,-0.0754461677551486,0.116844193952684,-0.645698902126883,0.518474371733554,0.999832103467015
"ENSDARG00000015803",90.8007897256692,0.252990240046901,0.200032854691325,1.26474343645845,0.205963313720638,0.999832103467015
"ENSDARG00000037739",173.90691353118,-0.0981224559704552,0.209131733744659,-0.469189702650572,0.63893404522149,0.999832103467015
"ENSDARG00000076176",96.2425363801866,0.582546701203687,0.255592733077185,2.27919899830551,0.0226552386242645,0.981900610412566
"ENSDARG00000113858",51.4025203885169,0.749227257962907,0.361654502175852,2.07166578448566,0.0382966203245036,0.999832103467015
"ENSDARG00000100771",15.4981705208972,-0.249622041195411,0.560538403138782,-0.445325493842404,0.65608454682532,0.999832103467015
"ENSDARG00000079873",65.2515725544634,0.365730488366977,0.369258226170298,0.990446420544484,0.32195596549259,0.999832103467015
"ENSDARG00000007443",41.64698850494,0.474616356692489,0.343981016387285,1.37977485408126,0.167655977256649,0.999832103467015
"ENSDARG00000037746",15543.9472548042,0.555172602169871,0.213477242900082,2.60061725843873,0.00930562109211194,0.706379243127848
"ENSDARG00000037747",232.929718821903,0.389901666644451,0.220073923048924,1.7716849922186,0.0764468622817823,0.999832103467015
"ENSDARG00000079361",23.4034808036663,0.332360878999077,0.371244166125501,0.895262227196104,0.37064692721249,0.999832103467015
"ENSDARG00000012458",2133.07738617768,-0.128479507371016,0.0768791114027005,-1.67118876671229,0.0946843983564687,0.999832103467015
"ENSDARG00000070543",308.739833367075,-0.19601408386146,0.249557463732657,-0.785446690031455,0.432191714959391,0.999832103467015
"ENSDARG00000094206",40.2910464992263,-0.0779231104387358,0.471760958803291,-0.165174987426688,0.868806251975869,0.999832103467015
"ENSDARG00000037758",3.62724610043735,-0.616859251500099,0.914460199847513,-0.674561070676407,0.49995467313467,0.999832103467015
"ENSDARG00000008723",507.01255480984,-0.121275853608759,0.231734056404616,-0.523340658211268,0.600737211871179,0.999832103467015
"ENSDARG00000058460",8.02125556044196,0.592827416680429,0.643434897364525,0.921347939175537,0.356868799940609,0.999832103467015
"ENSDARG00000088975",120.514437902333,-0.359261121305076,0.22240956113426,-1.61531329621304,0.106242865706789,0.999832103467015
"ENSDARG00000100949",3.27192056121043,-0.796951935026185,3.27929118710335,-0.243025669132525,0.807985512360812,0.999832103467015
"ENSDARG00000093053",3.76870023874515,0.73503996786677,1.19341772437229,0.615911723829464,0.537952783423401,0.999832103467015
"ENSDARG00000058463",325.08236228774,-0.449458861079689,0.250238409127925,-1.7961225962315,0.0724750214684893,0.999832103467015
"ENSDARG00000076716",16.4083070981002,-0.32716797914945,0.512647709935865,-0.638192608312598,0.523348308271963,0.999832103467015
"ENSDARG00000058464",12.3507389422241,0.3464965493195,0.575538727386916,0.602038634120551,0.547148420945847,0.999832103467015
"ENSDARG00000058471",877.541646758485,-0.174643960179586,0.126565605267973,-1.37986903953739,0.16762697075147,0.999832103467015
"ENSDARG00000058475",26.1438548585001,-0.0789527597624579,0.323341601187199,-0.244177549293288,0.807093313958401,0.999832103467015
"ENSDARG00000058480",112.556090293665,-0.248123058328731,0.161367251134781,-1.53762957839251,0.12413921107897,0.999832103467015
"ENSDARG00000024740",10.0414718956336,-0.483474749788778,0.586974674535185,-0.823672248162381,0.410125812159018,0.999832103467015
"ENSDARG00000101597",62.4138297618953,-0.55189733225245,0.209590243863423,-2.63322052629552,0.00845794109681095,0.68597551025014
"ENSDARG00000058445",46.801671447344,-0.14029067220068,0.25064257682339,-0.559724026056165,0.575667691744822,0.999832103467015
"ENSDARG00000063169",35.0220669727346,0.163437888736788,0.305291928981399,0.535349523592372,0.592408187155564,0.999832103467015
"ENSDARG00000037760",188.991423017504,-0.204977447004425,0.198353878767717,-1.0333926832077,0.301420169169128,0.999832103467015
"ENSDARG00000017834",85.0971620594465,0.0670119923127602,0.209612169229053,0.319695142506412,0.749199442414979,0.999832103467015
"ENSDARG00000074282",497.558585761018,0.0481592269356497,0.101530033750899,0.474334787022794,0.635261188527376,0.999832103467015
"ENSDARG00000074372",158.987623330206,0.04360785704539,0.292358762412426,0.149158714059246,0.88142839689262,0.999832103467015
"ENSDARG00000104203",3.52673140258178,-0.110141723804867,1.07066362616253,-0.10287238784756,0.918064252712976,0.999832103467015
"ENSDARG00000101495",173.338568523289,0.0593735861849644,0.153301405458887,0.387299685917671,0.698534358030096,0.999832103467015
"ENSDARG00000091916",232.12148542146,0.277173170280171,0.128062792110436,2.16435364021385,0.0304372189171076,0.999832103467015
"ENSDARG00000099276",187.481747808519,0.23067985530964,0.174354246601587,1.32305269189549,0.185817855590956,0.999832103467015
"ENSDARG00000104995",86.9038195759345,0.361257733336043,0.199901350376956,1.80718005483612,0.070734209719453,0.999832103467015
"ENSDARG00000033852",213.242012318397,-0.116071164471128,0.140147000962271,-0.828210119903853,0.407551513638851,0.999832103467015
"ENSDARG00000037654",187.920460667684,0.0965083908461349,0.169348540630116,0.569880262841618,0.568758912427072,0.999832103467015
"ENSDARG00000037652",149.554719963836,-0.114799730296835,0.158451714895572,-0.724509232181517,0.468753161356424,0.999832103467015
"ENSDARG00000037646",110.220941393758,-0.170134627548741,0.207112683581445,-0.821459239515082,0.411384732332635,0.999832103467015
"ENSDARG00000032795",193.25489422599,0.110485402970205,0.23781148823158,0.464592370165967,0.642223397203363,0.999832103467015
"ENSDARG00000018263",443.520984434813,0.85433962336816,0.117300095576634,7.28336681371251,3.25590353202212e-13,6.69650559167895e-10
"ENSDARG00000077542",2.00563959006457,0.154058915194791,1.18409736115773,0.13010662826253,0.896482066103516,0.999832103467015
"ENSDARG00000070490",1.50478083181602,-0.415497846914881,2.13517255476257,-0.194596846979931,0.845708571617686,0.999832103467015
"ENSDARG00000015678",3.23010906354837,-0.314818453030919,0.804684395498252,-0.391232208294516,0.69562560302013,0.999832103467015
"ENSDARG00000076174",262.280053498295,0.0821350932101182,0.195163102706458,0.420853594102038,0.673861993411029,0.999832103467015
"ENSDARG00000037647",363.660020555108,-0.049486270310118,0.12758380697586,-0.387872657848196,0.698110273056719,0.999832103467015
"ENSDARG00000008969",3028.6255830235,-0.0876185674184772,0.146057552410473,-0.599890700429089,0.548579080500781,0.999832103467015
"ENSDARG00000020741",3336.13284295248,0.0187017559185631,0.091004402559133,0.205503859073313,0.837178483337789,0.999832103467015
"ENSDARG00000104660",222.172135411739,0.0325244700286965,0.155072647172357,0.209736988577663,0.833872954844351,0.999832103467015
"ENSDARG00000096594",42.8219121716269,-0.0796563134792955,0.263275825079287,-0.302558404119734,0.762226418145974,0.999832103467015
"ENSDARG00000077652",63.2915298856265,1.44059557396003,0.20338026451092,7.08326138440381,1.40800736987213e-12,2.27533990971336e-09
"ENSDARG00000089943",39.1083758097465,0.117706068828492,0.313243035315942,0.375765956646958,0.707090898752016,0.999832103467015
"ENSDARG00000077533",2336.35252816109,-0.105027056828887,0.111820241964437,-0.939249057091912,0.347602887222766,0.999832103467015
"ENSDARG00000030563",121.093841870694,0.135602730900657,0.191748587900949,0.707190245232495,0.479448259733456,0.999832103467015
"ENSDARG00000026387",74.187085569099,-0.023187015249253,0.182701221365964,-0.126912207131926,0.899009884875995,0.999832103467015
"ENSDARG00000070495",8.60353278872689,-0.797918282004197,0.666885374317525,-1.19648490240286,0.231507386761065,0.999832103467015
"ENSDARG00000034785",39.4526878976896,0.0341716352628162,0.280458826122695,0.121841896492381,0.903024232514398,0.999832103467015
"ENSDARG00000070512",305.672970326702,-0.0188062070998766,0.111703057441657,-0.168358928847576,0.866300916877498,0.999832103467015
"ENSDARG00000070504",8.84666004788992,0.0463661746395629,0.518125853405547,0.0894882475653483,0.928693893194512,0.999832103467015
"ENSDARG00000062057",2.36091429890936,0.557686718028997,1.19008211907712,0.468611963064759,0.639347024684166,0.999832103467015
"ENSDARG00000067992",9.59069099707516,-0.0817472599690629,0.754293999064997,-0.108375858843362,0.913697550180533,0.999832103467015
"ENSDARG00000070502",14.6454292776272,0.314964982622857,0.456696269963164,0.68965963450558,0.490408255853542,0.999832103467015
"ENSDARG00000037679",249.135214050819,0.333317416037915,0.134009392361768,2.48726906497792,0.012872799889505,0.80674300470959
"ENSDARG00000076833",2010.90784216195,0.0128228282871118,0.15828710066296,0.0810099384814394,0.93543404871936,0.999832103467015
"ENSDARG00000012297",90.5773227912411,0.064637824904517,0.231147259048571,0.279639158043984,0.779754361357964,0.999832103467015
"ENSDARG00000087107",20.1093510157604,0.174223721423032,0.385343674877894,0.452125551245233,0.651178537409627,0.999832103467015
"ENSDARG00000099342",5.26945851498162,-0.307615466543802,0.815833186316945,-0.377056819584065,0.70613137982764,0.999832103467015
"ENSDARG00000008487",1379.89738105921,0.0814068497812632,0.192252163491254,0.423437886486861,0.671975807719574,0.999832103467015
"ENSDARG00000070239",260.741722697316,0.0159741324732097,0.188412730758161,0.0847826599027082,0.932434179291694,0.999832103467015
"ENSDARG00000074379",85.5661509163428,-0.209375014480776,0.306374135789928,-0.683396507805537,0.494356326123475,0.999832103467015
"ENSDARG00000062854",121.218842745703,-0.102567064335158,0.256260621410995,-0.400245124554892,0.688975981523585,0.999832103467015
"ENSDARG00000095482",1.53701171512799,0.545191618420968,1.44803246720453,0.376505106597144,0.706541419800294,0.999832103467015
"ENSDARG00000037619",2.01725731415876,1.28533913231771,1.20768046959434,1.06430398162309,0.28719101486037,0.999832103467015
"ENSDARG00000062585",117.066220384342,-0.108065466533935,0.177676183452345,-0.608215825183566,0.543044340107186,0.999832103467015
"ENSDARG00000074213",71.102658044024,0.11561113600433,0.207030873585926,0.558424615623075,0.576554467802178,0.999832103467015
"ENSDARG00000062606",83.9374877125026,0.299154960001513,0.211224958753256,1.41628603819955,0.156691773946923,0.999832103467015
"ENSDARG00000077198",8.57565860603713,1.09341510981824,0.54646242289069,2.00089715965147,0.0454034737381425,0.999832103467015
"ENSDARG00000007678",4781.93519033741,0.0146962756159242,0.150982400436466,0.097337673619174,0.922458238810926,0.999832103467015
"ENSDARG00000089930",202.239649780257,0.0247063485674298,0.122852085640633,0.201106464237821,0.84061532752641,0.999832103467015
"ENSDARG00000078057",156.934666914054,0.034782870647244,0.139708699083366,0.248967107098239,0.803386225138273,0.999832103467015
"ENSDARG00000070448",1021.75472767989,-0.0425194900252692,0.123060869299293,-0.345515924496345,0.729706540561764,0.999832103467015
"ENSDARG00000070449",571.90008773119,0.0461133290880181,0.175281745245654,0.263081184086747,0.792488006187049,0.999832103467015
"ENSDARG00000042988",799.15666174905,-0.0345440759023538,0.0850819629341754,-0.406009390369604,0.684735700744736,0.999832103467015
"ENSDARG00000070452",242.766669669161,-0.063036353452129,0.169300667122624,-0.372333756998558,0.70964436801557,0.999832103467015
"ENSDARG00000070454",161.769270868924,0.222462030776304,0.205690625296885,1.08153704358287,0.279458291970686,0.999832103467015
"ENSDARG00000096515",8.94290591496734,-0.896352828367458,0.58169585301049,-1.54093040844026,0.12333372407739,0.999832103467015
"ENSDARG00000038114",48.3801470937672,0.0795519597162257,0.247306881333995,0.321673053685832,0.74770039374981,0.999832103467015
"ENSDARG00000008637",802.323372027535,0.278345571300199,0.188345405734282,1.47784635475999,0.139448907778716,0.999832103467015
"ENSDARG00000091609",26.1545036979617,-0.0626489446102612,0.511819251761728,-0.1224044316321,0.902578728969721,0.999832103467015
"ENSDARG00000002634",62.05115898723,-0.332153756733583,0.225946531654737,-1.47005468196847,0.141546944726243,0.999832103467015
"ENSDARG00000062467",84.1256468398978,0.113220003480398,0.182545569308098,0.620228712805991,0.535107220440131,0.999832103467015
"ENSDARG00000032808",4.75285653654291,-0.37160636252802,0.730615401054821,-0.508621036446146,0.611017880743962,0.999832103467015
"ENSDARG00000078318",63.2230521172846,0.109372058927004,0.208979435887724,0.523362781904364,0.600721818926666,0.999832103467015
"ENSDARG00000018997",1128.76415631894,-0.147934041709743,0.197815710273661,-0.747837679348566,0.454558071691215,0.999832103467015
"ENSDARG00000099771",419.170197361209,-0.0375404893523888,0.122431040090157,-0.306625585511194,0.759128376740502,0.999832103467015
"ENSDARG00000045620",473.50235360881,-0.00939246409991218,0.138542188292612,-0.067794974337164,0.945948844457641,0.999832103467015
"ENSDARG00000045618",2103.14686981715,-0.199263624117594,0.175233760936244,-1.13713032838514,0.255483807095737,0.999832103467015
"ENSDARG00000057248",104.95434722821,-0.195564170904557,0.172767586885844,-1.13194942656562,0.257655697058981,0.999832103467015
"ENSDARG00000017985",103.181701500247,-0.0924150013021926,0.209175992473456,-0.441805009310139,0.658630313361614,0.999832103467015
"ENSDARG00000099729",1287.67432842519,-0.0433926208695594,0.0723255790647397,-0.599962301452409,0.548531359951388,0.999832103467015
"ENSDARG00000102339",3.00057386827148,1.12090636623235,1.06158192004933,1.05588306004708,0.29102164435949,0.999832103467015
"ENSDARG00000089805",741.664261955405,-0.0575564635408229,0.111250608296992,-0.517358641196561,0.604905825367337,0.999832103467015
"ENSDARG00000078525",20.0311440879991,-0.828065313338793,2.92500508006128,-0.283098760745211,0.777101131535691,0.999832103467015
"ENSDARG00000079626",41.570213324966,0.195670459885359,0.534722035350078,0.365929299616866,0.714417832472061,0.999832103467015
"ENSDARG00000057114",166.424525652645,-0.194608649330054,0.279476628192756,-0.696332464680486,0.486220646526765,0.999832103467015
"ENSDARG00000009026",785.443789536909,0.2426301728695,0.248455965216119,0.976552012580774,0.32879098609196,0.999832103467015
"ENSDARG00000014273",1461.54757205521,-0.0339780489566049,0.090088741736941,-0.377161988296171,0.706053226804627,0.999832103467015
"ENSDARG00000104795",32.148540081555,0.257105147112575,0.443831012240097,0.579286124723276,0.562396126284491,0.999832103467015
"ENSDARG00000056806",9.06692445510587,1.15800579771646,0.537583627550395,2.1540942438912,0.0312327818625714,0.999832103467015
